Elaboracion,Periodo,Pais,Negocio,Concepto,Clasificación,Cohort_Act,Valor,Escenario 
08-01-2025,01-01-2025,CL,PYME,Churn,% Resurrected,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,Churn,% Churn Neto,<2024,0.04655172414,Ambicion
08-01-2025,01-01-2025,CL,PYME,Churn,% Churn Neto,2024,0.10038314176,Ambicion
08-01-2025,01-01-2025,CL,PYME,Churn,% Churn Neto,2025,,Ambicion
08-01-2025,01-01-2025,CL,PYME,Originacion,Activacion,,"8,733,060,658.00000000000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Originacion,Recurrencia,<2024,"23,318,395,058.00000000000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Originacion,Recurrencia,2024,"32,338,822,521.00000000000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Originacion,Recurrencia,2025,,Ambicion
08-01-2025,01-01-2025,CL,PYME,Originacion Prom,Activacion,,"21,352,226.54767730000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Originacion Prom,Recurrencia,<2024,"29,184,474.41551940000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Originacion Prom,Recurrencia,2024,"23,315,661.51478010000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Originacion Prom,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,Term,,,43.53489936021,Ambicion
08-01-2025,01-01-2025,CL,PYME,Term,Recurrencia,,43.86695466866,Ambicion
08-01-2025,01-01-2025,CL,PYME,Term,Activacion,,41.41865681085,Ambicion
08-01-2025,01-01-2025,CL,PYME,Term,Recurrencia,<2024,42.54179364894,Ambicion
08-01-2025,01-01-2025,CL,PYME,Term,Recurrencia,2024,44.82248198118,Ambicion
08-01-2025,01-01-2025,CL,PYME,Term,Recurrencia,2025,,Ambicion
08-01-2025,01-01-2025,CL,PYME,Rate All In,,,0.01813404061,Ambicion
08-01-2025,01-01-2025,CL,PYME,Rate All In,Recurrencia,,0.01772145249,Ambicion
08-01-2025,01-01-2025,CL,PYME,Rate All In,Activacion,,0.02091896374,Ambicion
08-01-2025,01-01-2025,CL,PYME,Rate All In,Recurrencia,<2024,0.01774352495,Ambicion
08-01-2025,01-01-2025,CL,PYME,Rate All In,Recurrencia,2024,0.01770634664,Ambicion
08-01-2025,01-01-2025,CL,PYME,Rate All In,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,Int Rate,,,0.01496642782,Ambicion
08-01-2025,01-01-2025,CL,PYME,Int Rate,Recurrencia,,0.01459968785,Ambicion
08-01-2025,01-01-2025,CL,PYME,Int Rate,Activacion,,0.01744188111,Ambicion
08-01-2025,01-01-2025,CL,PYME,Int Rate,Recurrencia,<2024,0.01486421881,Ambicion
08-01-2025,01-01-2025,CL,PYME,Int Rate,Recurrencia,2024,0.01441864939,Ambicion
08-01-2025,01-01-2025,CL,PYME,Int Rate,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,AD Rate,,,0.00316761279,Ambicion
08-01-2025,01-01-2025,CL,PYME,AD Rate,Recurrencia,,0.00312176464,Ambicion
08-01-2025,01-01-2025,CL,PYME,AD Rate,Activacion,,0.00347708263,Ambicion
08-01-2025,01-01-2025,CL,PYME,AD Rate,Recurrencia,<2024,0.00287930615,Ambicion
08-01-2025,01-01-2025,CL,PYME,AD Rate,Recurrencia,2024,0.00328769725,Ambicion
08-01-2025,01-01-2025,CL,PYME,AD Rate,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,Fund Rate,,,0.00704739697,Ambicion
08-01-2025,01-01-2025,CL,PYME,Fund Rate,Recurrencia,,0.00708427946,Ambicion
08-01-2025,01-01-2025,CL,PYME,Fund Rate,Activacion,,0.00679844427,Ambicion
08-01-2025,01-01-2025,CL,PYME,Fund Rate,Recurrencia,<2024,0.00709463287,Ambicion
08-01-2025,01-01-2025,CL,PYME,Fund Rate,Recurrencia,2024,0.00707719385,Ambicion
08-01-2025,01-01-2025,CL,PYME,Fund Rate,Recurrencia,2025,,Ambicion
08-01-2025,01-01-2025,CL,PYME,Spread,,,0.01108664365,Ambicion
08-01-2025,01-01-2025,CL,PYME,Spread,Recurrencia,,0.01063717303,Ambicion
08-01-2025,01-01-2025,CL,PYME,Spread,Activacion,,0.01412051947,Ambicion
08-01-2025,01-01-2025,CL,PYME,Spread,Recurrencia,<2024,0.01064889208,Ambicion
08-01-2025,01-01-2025,CL,PYME,Spread,Recurrencia,2024,0.01062915279,Ambicion
08-01-2025,01-01-2025,CL,PYME,Spread,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,NTR,,,0.01608853051,Ambicion
08-01-2025,01-01-2025,CL,PYME,NTR,Recurrencia,,0.01555401290,Ambicion
08-01-2025,01-01-2025,CL,PYME,NTR,Activacion,,0.01949509832,Ambicion
08-01-2025,01-01-2025,CL,PYME,NTR,Recurrencia,<2024,0.01510076565,Ambicion
08-01-2025,01-01-2025,CL,PYME,NTR,Recurrencia,2024,0.01588083365,Ambicion
08-01-2025,01-01-2025,CL,PYME,NTR,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,Risk Rate,,,0.00240518276,Ambicion
08-01-2025,01-01-2025,CL,PYME,Risk Rate,Recurrencia,,0.00236313698,Ambicion
08-01-2025,01-01-2025,CL,PYME,Risk Rate,Activacion,,0.00268898699,Ambicion
08-01-2025,01-01-2025,CL,PYME,Risk Rate,Recurrencia,<2024,0.00228352719,Ambicion
08-01-2025,01-01-2025,CL,PYME,Risk Rate,Recurrencia,2024,0.00241761996,Ambicion
08-01-2025,01-01-2025,CL,PYME,Risk Rate,Recurrencia,2025,,Ambicion
08-01-2025,01-01-2025,CL,PYME,Interest Revenue,Activacion,,"210,297,715.39410600000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Interest Revenue,Recurrencia,<2024,"491,513,315.23771300000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Interest Revenue,Recurrencia,2024,"696,664,099.21141600000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Interest Revenue,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,AD Revenue,Activacion,,"41,923,375.57916540000",Ambicion
08-01-2025,01-01-2025,CL,PYME,AD Revenue,Recurrencia,<2024,"95,209,666.06565920000",Ambicion
08-01-2025,01-01-2025,CL,PYME,AD Revenue,Recurrencia,2024,"158,851,261.59952600000",Ambicion
08-01-2025,01-01-2025,CL,PYME,AD Revenue,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,Gross Revenue,Activacion,,"252,221,090.97327200000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Gross Revenue,Recurrencia,<2024,"586,722,981.30337300000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Gross Revenue,Recurrencia,2024,"855,515,360.81094200000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Gross Revenue,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,Cost of Fund,Activacion,,"81,969,214.77787340000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Cost of Fund,Recurrencia,<2024,"234,597,362.24834300000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Cost of Fund,Recurrencia,2024,"341,947,899.83083700000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Cost of Fund,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,Cost of Risk,Activacion,,"32,421,263.38446000000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Cost of Risk,Recurrencia,<2024,"75,509,115.90306020000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Cost of Risk,Recurrencia,2024,"116,811,844.37202300000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Cost of Risk,Recurrencia,2025,0.00000000000,Ambicion
08-01-2025,01-01-2025,CL,PYME,Margen Financiero,Activacion,,"170,251,876.19539800000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Margen Financiero,Recurrencia,<2024,"352,125,619.05502900000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Margen Financiero,Recurrencia,2024,"513,567,460.98010300000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Margen Financiero,Recurrencia,2025,,Ambicion
08-01-2025,01-01-2025,CL,PYME,Resultado Comercial,Activacion,,"137,830,612.81093800000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Resultado Comercial,Recurrencia,<2024,"276,616,503.15196900000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2024,"396,755,616.60808100000",Ambicion
08-01-2025,01-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2025,,Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Active,<2024,"1,046.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Active,2024,"1,978.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Active,2025,818.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,New Active,,417.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Old Active,<2024,"1,046.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Old Active,2024,"1,978.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Old Active,2025,401.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Old Operados,<2024,752.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Old Operados,2024,"1,205.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Old Operados,2025,161.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,% OldOp/OldActive,<2024,0.71892925430,Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2024,0.60920121335,Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2025,0.40149625935,Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Total Operados,<2024,752.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Total Operados,2024,"1,205.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Clientes,Total Operados,2025,578.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Bruto,<2024,158.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Bruto,2024,489.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Bruto,2025,8.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Bruto Acum.,<2024,"6,590.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2024,"2,581.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2025,8.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Bruto Act,,108.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Bruto Rec,<2024,158.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Bruto Rec,2024,389.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Bruto Rec,2025,0.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Resucitados,<2024,96.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Resucitados,2024,118.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Resucitados,2025,0.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Neto,<2024,62.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Neto,2024,371.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,Churn Neto,2025,8.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Churn Bruto,<2024,0.14272809395,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Churn Bruto,2024,0.20817369093,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Churn Bruto,2025,0.01955990220,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Churn Bruto Act,,0.26405867971,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Churn Bruto Rec,<2024,0.14272809395,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2024,0.16560238399,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2025,0.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Resurrected,<2024,0.01470362996,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Resurrected,2024,0.05339366516,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Resurrected,2025,0.00000000000,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Churn Neto,<2024,0.05600722674,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Churn Neto,2024,0.15793954874,Ambicion
08-01-2025,02-01-2025,CL,PYME,Churn,% Churn Neto,2025,0.01955990220,Ambicion
08-01-2025,02-01-2025,CL,PYME,Originacion,Activacion,,"7,885,394,902.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Originacion,Recurrencia,<2024,"23,184,755,855.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Originacion,Recurrencia,2024,"28,302,650,909.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Originacion,Recurrencia,2025,"2,977,612,889.00000000000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Originacion Prom,Activacion,,"18,909,819.90887290000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Originacion Prom,Recurrencia,<2024,"30,830,792.36037230000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Originacion Prom,Recurrencia,2024,"23,487,677.10290460000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Originacion Prom,Recurrencia,2025,"18,494,489.99378880000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Term,,,43.25745963163,Ambicion
08-01-2025,02-01-2025,CL,PYME,Term,Recurrencia,,43.01829676892,Ambicion
08-01-2025,02-01-2025,CL,PYME,Term,Activacion,,44.90937563320,Ambicion
08-01-2025,02-01-2025,CL,PYME,Term,Recurrencia,<2024,45.12388262305,Ambicion
08-01-2025,02-01-2025,CL,PYME,Term,Recurrencia,2024,41.43795015148,Ambicion
08-01-2025,02-01-2025,CL,PYME,Term,Recurrencia,2025,41.64488273445,Ambicion
08-01-2025,02-01-2025,CL,PYME,Rate All In,,,0.01836282230,Ambicion
08-01-2025,02-01-2025,CL,PYME,Rate All In,Recurrencia,,0.01811737320,Ambicion
08-01-2025,02-01-2025,CL,PYME,Rate All In,Activacion,,0.01998676929,Ambicion
08-01-2025,02-01-2025,CL,PYME,Rate All In,Recurrencia,<2024,0.01781740163,Ambicion
08-01-2025,02-01-2025,CL,PYME,Rate All In,Recurrencia,2024,0.01805583675,Ambicion
08-01-2025,02-01-2025,CL,PYME,Rate All In,Recurrencia,2025,0.02123018801,Ambicion
08-01-2025,02-01-2025,CL,PYME,Int Rate,,,0.01511869090,Ambicion
08-01-2025,02-01-2025,CL,PYME,Int Rate,Recurrencia,,0.01494926867,Ambicion
08-01-2025,02-01-2025,CL,PYME,Int Rate,Activacion,,0.01623962689,Ambicion
08-01-2025,02-01-2025,CL,PYME,Int Rate,Recurrencia,<2024,0.01524187327,Ambicion
08-01-2025,02-01-2025,CL,PYME,Int Rate,Recurrencia,2024,0.01448018065,Ambicion
08-01-2025,02-01-2025,CL,PYME,Int Rate,Recurrencia,2025,0.01691721003,Ambicion
08-01-2025,02-01-2025,CL,PYME,AD Rate,,,0.00324413140,Ambicion
08-01-2025,02-01-2025,CL,PYME,AD Rate,Recurrencia,,0.00316810453,Ambicion
08-01-2025,02-01-2025,CL,PYME,AD Rate,Activacion,,0.00374714240,Ambicion
08-01-2025,02-01-2025,CL,PYME,AD Rate,Recurrencia,<2024,0.00257552836,Ambicion
08-01-2025,02-01-2025,CL,PYME,AD Rate,Recurrencia,2024,0.00357565609,Ambicion
08-01-2025,02-01-2025,CL,PYME,AD Rate,Recurrencia,2025,0.00431297798,Ambicion
08-01-2025,02-01-2025,CL,PYME,Fund Rate,,,0.00701972458,Ambicion
08-01-2025,02-01-2025,CL,PYME,Fund Rate,Recurrencia,,0.00704421601,Ambicion
08-01-2025,02-01-2025,CL,PYME,Fund Rate,Activacion,,0.00685768374,Ambicion
08-01-2025,02-01-2025,CL,PYME,Fund Rate,Recurrencia,<2024,0.00705946527,Ambicion
08-01-2025,02-01-2025,CL,PYME,Fund Rate,Recurrencia,2024,0.00704823086,Ambicion
08-01-2025,02-01-2025,CL,PYME,Fund Rate,Recurrencia,2025,0.00687758848,Ambicion
08-01-2025,02-01-2025,CL,PYME,Spread,,,0.01134309772,Ambicion
08-01-2025,02-01-2025,CL,PYME,Spread,Recurrencia,,0.01107315720,Ambicion
08-01-2025,02-01-2025,CL,PYME,Spread,Activacion,,0.01312908555,Ambicion
08-01-2025,02-01-2025,CL,PYME,Spread,Recurrencia,<2024,0.01075793636,Ambicion
08-01-2025,02-01-2025,CL,PYME,Spread,Recurrencia,2024,0.01100760589,Ambicion
08-01-2025,02-01-2025,CL,PYME,Spread,Recurrencia,2025,0.01435259953,Ambicion
08-01-2025,02-01-2025,CL,PYME,NTR,,,0.01635578639,Ambicion
08-01-2025,02-01-2025,CL,PYME,NTR,Recurrencia,,0.01587827875,Ambicion
08-01-2025,02-01-2025,CL,PYME,NTR,Activacion,,0.01965396782,Ambicion
08-01-2025,02-01-2025,CL,PYME,NTR,Recurrencia,<2024,0.01618132858,Ambicion
08-01-2025,02-01-2025,CL,PYME,NTR,Recurrencia,2024,0.01520442080,Ambicion
08-01-2025,02-01-2025,CL,PYME,NTR,Recurrencia,2025,0.01992374414,Ambicion
08-01-2025,02-01-2025,CL,PYME,Risk Rate,,,0.00258088576,Ambicion
08-01-2025,02-01-2025,CL,PYME,Risk Rate,Recurrencia,,0.00248033122,Ambicion
08-01-2025,02-01-2025,CL,PYME,Risk Rate,Activacion,,0.00324617741,Ambicion
08-01-2025,02-01-2025,CL,PYME,Risk Rate,Recurrencia,<2024,0.00219029057,Ambicion
08-01-2025,02-01-2025,CL,PYME,Risk Rate,Recurrencia,2024,0.00269926146,Ambicion
08-01-2025,02-01-2025,CL,PYME,Risk Rate,Recurrencia,2025,0.00285672979,Ambicion
08-01-2025,02-01-2025,CL,PYME,Interest Revenue,Activacion,,"191,696,973.85240200000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Interest Revenue,Recurrencia,<2024,"531,527,916.84652300000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Interest Revenue,Recurrencia,2024,"566,080,381.23538900000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Interest Revenue,Recurrencia,2025,"69,925,787.42393840000",Ambicion
08-01-2025,02-01-2025,CL,PYME,AD Revenue,Activacion,,"44,232,288.37607090000",Ambicion
08-01-2025,02-01-2025,CL,PYME,AD Revenue,Recurrencia,<2024,"89,816,074.25750050000",Ambicion
08-01-2025,02-01-2025,CL,PYME,AD Revenue,Recurrencia,2024,"139,784,772.93070200000",Ambicion
08-01-2025,02-01-2025,CL,PYME,AD Revenue,Recurrencia,2025,"17,827,312.00748550000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Gross Revenue,Activacion,,"235,929,262.22847300000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Gross Revenue,Recurrencia,<2024,"621,343,991.10402400000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Gross Revenue,Recurrencia,2024,"705,865,154.16609100000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Gross Revenue,Recurrencia,2025,"87,753,099.43142390000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Cost of Fund,Activacion,,"80,949,964.54676490000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Cost of Fund,Recurrencia,<2024,"246,183,838.54526500000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Cost of Fund,Recurrencia,2024,"275,539,740.02488600000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Cost of Fund,Recurrencia,2025,"28,427,902.06916300000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Cost of Risk,Activacion,,"38,318,761.31526950000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Cost of Risk,Recurrencia,<2024,"76,381,725.61592650000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Cost of Risk,Recurrencia,2024,"105,523,473.42990900000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Cost of Risk,Recurrencia,2025,"11,808,039.27114330000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Margen Financiero,Activacion,,"154,979,297.68170900000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Margen Financiero,Recurrencia,<2024,"375,160,152.55875900000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Margen Financiero,Recurrencia,2024,"430,325,414.14120700000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Margen Financiero,Recurrencia,2025,"59,325,197.36226100000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Resultado Comercial,Activacion,,"116,660,536.36643800000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Resultado Comercial,Recurrencia,<2024,"298,777,117.42419800000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2024,"324,801,940.71129700000",Ambicion
08-01-2025,02-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2025,"47,517,158.09111760000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Active,<2024,"1,018.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Active,2024,"1,829.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Active,2025,"1,146.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,New Active,,412.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Old Active,<2024,"1,018.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Old Active,2024,"1,829.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Old Active,2025,734.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Old Operados,<2024,742.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Old Operados,2024,"1,270.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Old Operados,2025,366.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,% OldOp/OldActive,<2024,0.72888015717,Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2024,0.69436850738,Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2025,0.49863760218,Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Total Operados,<2024,742.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Total Operados,2024,"1,270.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Clientes,Total Operados,2025,778.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto,<2024,134.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto,2024,313.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto,2025,86.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto Acum.,<2024,"6,618.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2024,"2,730.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2025,92.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto Act,,86.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto Rec,<2024,134.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto Rec,2024,313.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto Rec,2025,0.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Resucitados,<2024,106.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Resucitados,2024,164.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Resucitados,2025,2.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Neto,<2024,28.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Neto,2024,149.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,Churn Neto,2025,84.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto,<2024,0.12810707457,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto,2024,0.15824064712,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto,2025,0.10513447433,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto Act,,0.20623501199,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto Rec,<2024,0.12810707457,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2024,0.15824064712,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2025,0.00000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Resurrected,<2024,0.01608497724,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Resurrected,2024,0.06354126308,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Resurrected,2025,0.25000000000,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Churn Neto,<2024,0.02676864245,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Churn Neto,2024,0.07532861476,Ambicion
08-01-2025,03-01-2025,CL,PYME,Churn,% Churn Neto,2025,0.10268948655,Ambicion
08-01-2025,03-01-2025,CL,PYME,Originacion,Activacion,,"7,046,386,200.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Originacion,Recurrencia,<2024,"20,939,835,832.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Originacion,Recurrencia,2024,"30,175,531,311.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Originacion,Recurrencia,2025,"6,919,223,705.00000000000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Originacion Prom,Activacion,,"17,102,879.12621360000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Originacion Prom,Recurrencia,<2024,"28,220,803.00808630000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Originacion Prom,Recurrencia,2024,"23,760,260.87480310000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Originacion Prom,Recurrencia,2025,"18,904,982.80054650000",Ambicion
08-01-2025,03-01-2025,CL,PYME,Term,,,42.83209227939,Ambicion
08-01-2025,03-01-2025,CL,PYME,Term,Recurrencia,,42.54631512532,Ambicion
08-01-2025,03-01-2025,CL,PYME,Term,Activacion,,45.18577539292,Ambicion
08-01-2025,03-01-2025,CL,PYME,Term,Recurrencia,<2024,41.23993264347,Ambicion
08-01-2025,03-01-2025,CL,PYME,Term,Recurrencia,2024,43.59100211901,Ambicion
08-01-2025,03-01-2025,CL,PYME,Term,Recurrencia,2025,41.94385586656,Ambicion
08-01-2025,03-01-2025,CL,PYME,Rate All In,,,0.01768720564,Ambicion
